ImageNumber,FileName_OrigRNA,Metadata_ChannelID,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row,Metadata_target,Metadata_experiment_type,Metadata_cell_line,Metadata_pert_iname,Metadata_gene,Metadata_pubchem_cid,Texture_DifferenceVariance_OrigRNA_10_03_256,AreaShape_Area,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_Perimeter,Intensity_MeanIntensity_OrigRNA,Intensity_IntegratedIntensity_OrigRNA,Granularity_5_OrigRNA,RadialDistribution_FracAtD_OrigRNA_4of4
11,r01c02f02_median_aggregated.tiff,5,BR00116991,A02,2,0.134654194,-0.000968721,0.000968721,-2e-06,1,,Compound,A549,DMSO,,,0.0003603595900659,5226.958333333333,2.1100842698697297,0.7162529311380601,340.87705204101195,0.1105427587222121,489.2550065603918,3.092206965292147,0.4362885397222222
12,r01c02f03_median_aggregated.tiff,5,BR00116991,A02,3,0.134642303,0.000322907,0.000968721,-2e-06,1,,Compound,A549,DMSO,,,0.0004874073226303,5192.696774193549,2.57388106333684,0.7364759668634081,387.4144106600445,0.0879457284025276,402.5820736543846,2.824632233878481,0.4168373639354839
13,r01c02f04_median_aggregated.tiff,5,BR00116991,A02,4,0.134642407,0.000968721,0.000322907,-2e-06,1,,Compound,A549,DMSO,,,0.0004199719784945,4190.373831775701,2.3632585765820124,0.7543381960505623,334.6483237843068,0.082714054974334,336.4148896527346,4.301715300175204,0.3929223935514019
14,r01c02f05_median_aggregated.tiff,5,BR00116991,A02,5,0.134655207,-0.000968721,-0.000322907,-2e-06,1,,Compound,A549,DMSO,,,0.0004029390578307,4737.852459016393,2.2494292929608584,0.7282888620084337,350.60193953117926,0.0899574407116595,383.5276226943583,3.1872960981884213,0.4045356772677595
15,r01c02f06_median_aggregated.tiff,5,BR00116991,A02,6,0.134646297,0.000322907,-0.000322907,-2e-06,1,,Compound,A549,DMSO,,,0.0003928135160443,4688.521126760564,2.413948790057402,0.7171038344802875,357.1978469367272,0.0909580414867382,367.8445285874957,3.2864658541584832,0.3850536474647887
16,r01c02f07_median_aggregated.tiff,5,BR00116991,A02,7,0.134643599,0.000968721,-0.000968721,-2e-06,1,,Compound,A549,DMSO,,,0.0004976006777731,4365.241758241758,2.201975692016271,0.7271189031365769,327.0817767246233,0.100236459822161,386.1271818607104,2.457310509801747,0.382314984065934
17,r01c02f08_median_aggregated.tiff,5,BR00116991,A02,8,0.134652898,-0.000322907,-0.000968721,-2e-06,1,,Compound,A549,DMSO,,,0.0004548228964148,5366.019230769231,2.617090087302005,0.7394850467506067,402.7406458752384,0.0798020262711471,393.4794986883465,2.736909682776051,0.3697937334615385
18,r01c02f09_median_aggregated.tiff,5,BR00116991,A02,9,0.134656101,-0.000968721,-0.000968721,-2e-06,1,,Compound,A549,DMSO,,,0.0004303834304546,5355.171597633136,2.3339228160212757,0.7361697926635686,363.6813271865786,0.0901295744741019,420.7362225699685,3.3666183850700926,0.4348815756804733
19,r01c03f01_median_aggregated.tiff,5,BR00116991,A03,1,0.134623706,-0.000322907,0.000322907,-2e-06,1,CACNA2D3,Compound,A549,amlodipine,,2162.0,0.0004771694779703,5617.714285714285,2.509239585417251,0.7406556108266807,403.233611809452,0.0879459893976954,449.96843680832535,2.2981737870876136,0.3905534037662337
20,r01c03f02_median_aggregated.tiff,5,BR00116991,A03,2,0.134627104,-0.000968721,0.000968721,-2e-06,1,CACNA2D3,Compound,A549,amlodipine,,2162.0,0.0003531055477861,5710.840206185567,2.2071559862836856,0.7268276805296304,368.4312007592532,0.109028475527724,547.1146302925827,2.5316943112834225,0.4341429154123711
21,r01c03f03_median_aggregated.tiff,5,BR00116991,A03,3,0.134617805,0.000322907,0.000968721,-2e-06,1,CACNA2D3,Compound,A549,amlodipine,,2162.0,0.0004709467703866,6223.920353982301,2.702529914933716,0.7258762440810411,429.70601019078106,0.0838821227896898,480.5683638438319,1.8647642479277164,0.4120558585840708
22,r01c03f04_median_aggregated.tiff,5,BR00116991,A03,4,0.134616196,0.000968721,0.000322907,-2e-06,1,CACNA2D3,Compound,A549,amlodipine,,2162.0,0.0007041448690896,6050.11320754717,2.420733819105692,0.7274983518452363,397.96269472129023,0.0964992759969465,443.6785182601965,3.1293262471302974,0.3932754122075472
23,r01c03f05_median_aggregated.tiff,5,BR00116991,A03,5,0.134627804,-0.000968721,-0.000322907,-2e-06,1,CACNA2D3,Compound,A549,amlodipine,,2162.0,0.000404692062205,6165.775362318841,2.30487397294552,0.7505649400982476,401.6551354448496,0.0897607184149158,499.85343850252855,2.523358237361588,0.4000399098550725
24,r01c03f06_median_aggregated.tiff,5,BR00116991,A03,6,0.134619996,0.000322907,-0.000322907,-2e-06,1,CACNA2D3,Compound,A549,amlodipine,,2162.0,0.0003033212065224,5169.688888888889,2.5575123954461225,0.7280336769517267,395.6053083805878,0.0847639385645144,423.1563520698705,3.8818905327165214,0.3299620407777777
25,r01c03f07_median_aggregated.tiff,5,BR00116991,A03,7,0.134615093,0.000968721,-0.000968721,-2e-06,1,CACNA2D3,Compound,A549,amlodipine,,2162.0,0.0002509116369202,4394.338028169014,2.4040089264190336,0.7171979274899347,349.676204965932,0.104216767189898,428.2085732888614,2.7821803675178365,0.3834062661126761
26,r01c03f08_median_aggregated.tiff,5,BR00116991,A03,8,0.134624302,-0.000322907,-0.000968721,-2e-06,1,CACNA2D3,Compound,A549,amlodipine,,2162.0,0.0004087669627524,5963.0615384615385,2.66101008885348,0.7088845537285197,421.410040213331,0.084135478661827,466.3285807001619,2.7240534393884155,0.3660746687692308
27,r01c03f09_median_aggregated.tiff,5,BR00116991,A03,9,0.1346277,-0.000968721,-0.000968721,-2e-06,1,CACNA2D3,Compound,A549,amlodipine,,2162.0,0.0005297167503273,6810.466101694915,2.4313126281404105,0.7315556881361033,432.8251296350287,0.0811478156262444,496.2747235234069,3.2437630709325664,0.3781947689830509
28,r01c04f01_median_aggregated.tiff,5,BR00116991,A04,1,0.134598807,-0.000322907,0.000322907,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0,0.0005386536435119,4822.703225806452,2.5980908836470475,0.7135488225950957,374.1039859088587,0.0873172140047776,333.69615151159945,3.665336465471562,0.4060190641290322
29,r01c04f02_median_aggregated.tiff,5,BR00116991,A04,2,0.134600997,-0.000968721,0.000968721,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0,0.0003626771440982,4183.745967741936,2.1701142897510155,0.7213271782267925,320.9628842466918,0.0946961121493562,360.25220803420376,4.324553869089508,0.4008309096370968
30,r01c04f03_median_aggregated.tiff,5,BR00116991,A04,3,0.134593904,0.000322907,0.000968721,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0,0.0004621733043172,4801.939759036145,2.336472690376505,0.7464981983428643,358.15865318602454,0.081533050607287,348.9046167789689,4.010853135090322,0.3943823341987952
31,r01c04f04_median_aggregated.tiff,5,BR00116991,A04,4,0.134591296,0.000968721,0.000322907,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0,0.0004080081695099,4803.5511811023625,2.482090237609076,0.7551668164873008,367.46437777640097,0.0934448674507951,375.2747985755541,4.338733789682024,0.3714859831496063
32,r01c04f05_median_aggregated.tiff,5,BR00116991,A04,5,0.134601504,-0.000968721,-0.000322907,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0,0.0004338525048037,4954.169230769231,2.24341421213748,0.7314239562460898,351.3960701697377,0.0875930681807524,387.6570245855369,4.309164406868664,0.3994136048717948
33,r01c04f06_median_aggregated.tiff,5,BR00116991,A04,6,0.134594306,0.000322907,-0.000322907,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0,0.0004173281757735,5392.778846153846,2.562825884265917,0.7207853120756531,398.99397380161656,0.0811653055325072,376.6388117511255,3.3378656607649804,0.3547844450961538
34,r01c04f07_median_aggregated.tiff,5,BR00116991,A04,7,0.134589702,0.000968721,-0.000968721,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0,0.0004093342994254,3580.373333333333,2.689790787488607,0.7996063254160384,332.76841341830607,0.0990676147046436,299.7160345208024,2.432878009724712,0.4364787412
35,r01c04f08_median_aggregated.tiff,5,BR00116991,A04,8,0.134597495,-0.000322907,-0.000968721,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0,0.0004331616867537,4658.9296875,2.4095992282716763,0.7335377479472718,359.2745426079982,0.0843554269665652,357.157638806435,3.192412220425449,0.417114846484375
36,r01c04f09_median_aggregated.tiff,5,BR00116991,A04,9,0.134599507,-0.000968721,-0.000968721,-2e-06,1,AKR1C1,Compound,A549,hexestrol,,3606.0,0.000465909593234,5504.39455782313,2.5062565136569632,0.7417969847538934,396.3130191415689,0.0820196887565155,388.1025855267218,4.502137564442358,0.403815642585034
37,r01c05f01_median_aggregated.tiff,5,BR00116991,A05,1,0.134570703,-0.000322907,0.000322907,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0,0.0007856214394876,6475.142857142857,2.9158356099054266,0.7445639098078581,464.84595638081606,0.0620839671068172,335.83509421914016,6.073428001922819,0.4066789780357142
38,r01c05f02_median_aggregated.tiff,5,BR00116991,A05,2,0.1345734,-0.000968721,0.000968721,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0,0.0006665921647552,5414.460732984293,2.268420261064531,0.7161642864270303,374.2966415514934,0.0688400585234942,334.0991985218707,6.46903859780957,0.4018202948691099
39,r01c05f03_median_aggregated.tiff,5,BR00116991,A05,3,0.1345651,0.000322907,0.000968721,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0,0.0006510144268874,5469.671641791045,2.73691712015824,0.7320855917405875,414.0642202793576,0.0712339787180169,328.97665592317065,6.110844259714643,0.3937687009701492
40,r01c05f04_median_aggregated.tiff,5,BR00116991,A05,4,0.134562999,0.000968721,0.000322907,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0,0.000959980758082,6758.220183486239,2.7158960312228047,0.7438114653769132,457.2243658733738,0.0583540853719709,341.03875845158046,4.812612757998571,0.4003274313761468
41,r01c05f05_median_aggregated.tiff,5,BR00116991,A05,5,0.134574607,-0.000968721,-0.000322907,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0,0.0006547695489208,5816.66,2.49722180842415,0.7262857909726852,410.667960758584,0.0640333083949027,342.47974860719097,5.866360281014184,0.38442856336
42,r01c05f06_median_aggregated.tiff,5,BR00116991,A05,6,0.134567797,0.000322907,-0.000322907,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0,0.0012167241278991,7922.52,3.368535026333983,0.737378977503489,555.8948567638677,0.0541675140475818,353.5429917572439,5.702056207896509,0.3803723374
43,r01c05f07_median_aggregated.tiff,5,BR00116991,A05,7,0.134561896,0.000968721,-0.000968721,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0,0.0006767018724688,7385.913043478261,2.782548422645565,0.616038641734053,479.6425274368101,0.051676288369748,346.99779403217786,5.72969875425581,0.2958368095652174
44,r01c05f08_median_aggregated.tiff,5,BR00116991,A05,8,0.134570196,-0.000322907,-0.000968721,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0,0.0005120757182286,5513.472727272727,3.335473450648778,0.7510793842796583,457.6502843706228,0.0590815220453402,293.5065328960053,6.694263904852981,0.3718506258181818
45,r01c05f09_median_aggregated.tiff,5,BR00116991,A05,9,0.134573504,-0.000968721,-0.000968721,-2e-06,1,KCNN4,Compound,A549,quinine,,94175.0,0.0007743705664741,6755.12962962963,2.75026710846949,0.7277155694213788,453.7790424320244,0.0620091856006423,348.9270622580295,6.028070280035034,0.3846349647222222
46,r01c06f01_median_aggregated.tiff,5,BR00116991,A06,1,0.134546593,-0.000322907,0.000322907,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0,0.000381878819586,4555.783216783217,2.2675933605106198,0.7461715217062677,341.4808757003209,0.092969622322749,364.23790963534657,2.9909005940476767,0.3974512546153846
47,r01c06f02_median_aggregated.tiff,5,BR00116991,A06,2,0.134549201,-0.000968721,0.000968721,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0,0.0005043605166346,4933.153846153846,2.445858143035779,0.7329574934670013,363.5132252147124,0.0932918598825369,385.6476948152061,3.057796131767059,0.4261516537912088
48,r01c06f03_median_aggregated.tiff,5,BR00116991,A06,3,0.134539798,0.000322907,0.000968721,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0,0.0002910617198384,3758.731958762887,2.293785925468564,0.7111485125319936,321.4236460311864,0.0993791363893231,329.62147690273207,3.565980717137969,0.3614434884536083
49,r01c06f04_median_aggregated.tiff,5,BR00116991,A06,4,0.134539098,0.000968721,0.000322907,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0,0.0004130805935441,5037.887096774193,2.5030523064542822,0.7331024939378492,380.97193101933215,0.0846387657057714,381.6397959422696,2.6909557164588365,0.4074524323387097
50,r01c06f05_median_aggregated.tiff,5,BR00116991,A06,5,0.134550199,-0.000968721,-0.000322907,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0,0.0004036628584786,4590.040650406504,2.434854467937659,0.712142724395334,360.1043868267976,0.0946388765238687,377.74096410712457,3.384671213591851,0.3712991158130081
51,r01c06f06_median_aggregated.tiff,5,BR00116991,A06,6,0.134543896,0.000322907,-0.000322907,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0,0.0003146637222889,4403.135135135135,2.3882745486848047,0.7191831580386713,348.00907312762195,0.0911409274312094,356.95411710290085,3.276110063103293,0.3724413316216216
52,r01c06f07_median_aggregated.tiff,5,BR00116991,A06,7,0.1345395,0.000968721,-0.000968721,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0,0.0003482430484427,4807.492307692308,2.126034984099153,0.7182993420544335,346.55984491262524,0.082090339676005,366.1255007012962,3.6687822810396407,0.3109006966153846
53,r01c06f08_median_aggregated.tiff,5,BR00116991,A06,8,0.134546593,-0.000322907,-0.000968721,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0,0.000300944866703,4376.076923076923,2.358614863103565,0.7452304325651639,343.0541396085256,0.088516273901734,348.7253995290241,5.167364952195075,0.3376451369230769
54,r01c06f09_median_aggregated.tiff,5,BR00116991,A06,9,0.134549394,-0.000968721,-0.000968721,-2e-06,1,NTRK1,Compound,A549,LOXO-101,,46188928.0,0.0004022966640144,5349.05785123967,2.2213552418288094,0.7366921541514986,368.2565597345823,0.0824587505337245,402.0067526396087,3.112444286393329,0.3824023701652893
55,r01c07f01_median_aggregated.tiff,5,BR00116991,A07,1,0.134522602,-0.000322907,0.000322907,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0,0.0005240958177325,5015.0,2.3230571437305816,0.7383704460168792,367.2382919151908,0.0796392625701105,365.31743552075966,3.932459014043136,0.3733770300943396
56,r01c07f02_median_aggregated.tiff,5,BR00116991,A07,2,0.134525105,-0.000968721,0.000968721,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0,0.0005332483747499,5810.521505376344,2.2484646027222275,0.7234359613470067,377.8579793064142,0.0824753268138555,429.5116714946876,4.17581833210632,0.4183183719354838
57,r01c07f03_median_aggregated.tiff,5,BR00116991,A07,3,0.134517699,0.000322907,0.000968721,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0,0.0005371761246426,4897.56783919598,2.251036999222182,0.7475103453726161,348.7375535039184,0.0930018314099541,461.2622457008818,3.749267441960272,0.4260989523819095
58,r01c07f04_median_aggregated.tiff,5,BR00116991,A07,4,0.134516105,0.000968721,0.000322907,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0,0.0003686344961563,4284.36507936508,2.65102790080143,0.7506710298732953,365.7879415147196,0.0861017673727414,340.74906046392897,3.161067593522095,0.3964847011111111
59,r01c07f05_median_aggregated.tiff,5,BR00116991,A07,5,0.134525105,-0.000968721,-0.000322907,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0,0.0004317185253695,4787.624161073825,2.363340539635737,0.7271809758279885,356.9992111848168,0.091152162996866,386.3548734974704,3.752107796037301,0.4154227155033557
60,r01c07f06_median_aggregated.tiff,5,BR00116991,A07,6,0.134519294,0.000322907,-0.000322907,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0,0.0005936510949636,7035.739130434783,2.921050271846072,0.7570792233297052,488.1531287904163,0.0716504555827902,441.33607446421206,3.004861952136108,0.3781647427536231
61,r01c07f07_median_aggregated.tiff,5,BR00116991,A07,7,0.134515703,0.000968721,-0.000968721,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0,0.0004231303439047,4893.19696969697,2.3198226037540426,0.7279935949031927,365.692284051936,0.0870736075999104,378.2803435264663,2.7497847507000004,0.3850328127272727
62,r01c07f08_median_aggregated.tiff,5,BR00116991,A07,8,0.134522602,-0.000322907,-0.000968721,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0,0.0005428930605915,5165.443548387097,2.569798373535084,0.7307742763228225,389.5216371777881,0.0827563555005305,369.51873319155175,2.897086172795384,0.3986899814516129
63,r01c07f09_median_aggregated.tiff,5,BR00116991,A07,9,0.134524703,-0.000968721,-0.000968721,-2e-06,1,CA5A,Compound,A549,brinzolamide,,68844.0,0.000391723845183,4101.0970149253735,2.355717900076039,0.7498356315468006,329.2675206596386,0.0948951006779024,336.9908203023569,3.765519067579716,0.402620146641791
64,r01c08f01_median_aggregated.tiff,5,BR00116991,A08,1,0.134501994,-0.000322907,0.000322907,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0,0.0005235200833829,4838.360759493671,2.511409982452138,0.7558893040244241,370.2173742100621,0.084197416778891,360.7830583129573,3.4267407859449914,0.4278854390506329
65,r01c08f02_median_aggregated.tiff,5,BR00116991,A08,2,0.134505093,-0.000968721,0.000968721,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0,0.0004501496837053,4928.148325358851,2.3473116605668376,0.7474389712366485,360.59771667232496,0.0867281904104534,383.5651295311152,4.215394165080346,0.4237108774162679
66,r01c08f03_median_aggregated.tiff,5,BR00116991,A08,3,0.134497106,0.000322907,0.000968721,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0,0.0005060547659295,5234.292817679558,2.454086551001636,0.7393731975392961,379.61492125026166,0.0904051850400135,405.8863294029156,3.620569303171125,0.4451731303314917
67,r01c08f04_median_aggregated.tiff,5,BR00116991,A08,4,0.134495601,0.000968721,0.000322907,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0,0.0003976097236539,4757.826771653543,2.445973443545524,0.7472932979307974,365.1226790037207,0.0954473458486731,381.48795278314645,5.041185897531911,0.4072586847244094
68,r01c08f05_median_aggregated.tiff,5,BR00116991,A08,5,0.134504393,-0.000968721,-0.000322907,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0,0.0005485279198569,4818.979020979021,2.7101398898211544,0.7161308506645828,386.9615028748445,0.0902983340497609,378.6590263028922,4.046366690056641,0.4171223061538461
69,r01c08f06_median_aggregated.tiff,5,BR00116991,A08,6,0.134499401,0.000322907,-0.000322907,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0,0.0003533492192677,5418.896551724138,2.437135604733512,0.7346662877817498,396.0948907536789,0.0827315586844141,420.2632982052766,3.288411003901789,0.3378854274137931
70,r01c08f07_median_aggregated.tiff,5,BR00116991,A08,7,0.134494901,0.000968721,-0.000968721,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0,0.0004710780614603,6808.116666666667,2.645307808019909,0.7497257074705733,453.7296744023396,0.0779509813396167,474.1315824290893,2.7992747265831306,0.3637091455
71,r01c08f08_median_aggregated.tiff,5,BR00116991,A08,8,0.134500504,-0.000322907,-0.000968721,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0,0.0004018676056388,5081.285714285715,2.601768601612462,0.7364272147060515,389.4354428510771,0.0895626690550329,390.9011963615501,3.0346348978373,0.4039572206593406
72,r01c08f09_median_aggregated.tiff,5,BR00116991,A08,9,0.134502694,-0.000968721,-0.000968721,-2e-06,1,KCNMA1,Compound,A549,NS-11021,,24825677.0,0.0004390106747859,4541.552631578948,2.4976675724893043,0.7366503073948226,362.1596151653397,0.0854745840256042,339.45808507978154,3.5864658909494893,0.4009180298026316
73,r01c09f01_median_aggregated.tiff,5,BR00116991,A09,1,0.134479493,-0.000322907,0.000322907,-2e-06,1,,Compound,A549,DMSO,,,0.0004391916168705,5309.710144927536,2.320834967741387,0.7176701126925982,371.33462105510654,0.0835235702814327,395.9209547475912,3.425201047609883,0.376905947173913
74,r01c09f02_median_aggregated.tiff,5,BR00116991,A09,2,0.134481996,-0.000968721,0.000968721,-2e-06,1,,Compound,A549,DMSO,,,0.0004308021145905,8389.352,2.3473437505943666,0.7310993457337238,456.74240201150025,0.0919160281218905,681.5315016583652,2.274205020519532,0.43886091464
75,r01c09f03_median_aggregated.tiff,5,BR00116991,A09,3,0.134473905,0.000322907,0.000968721,-2e-06,1,,Compound,A549,DMSO,,,0.0005213856404714,5752.124087591241,2.628509141999757,0.7470181509855993,409.6853269246816,0.0902049591092489,461.50254657298296,2.6402114867532527,0.4450010372262774
76,r01c09f04_median_aggregated.tiff,5,BR00116991,A09,4,0.134472996,0.000968721,0.000322907,-2e-06,1,,Compound,A549,DMSO,,,0.0003276394999533,4414.158878504673,2.288242786471237,0.7258873285884887,341.5083337757769,0.089316033453192,355.3337832740726,3.0438195430437687,0.3506583650934579
77,r01c09f05_median_aggregated.tiff,5,BR00116991,A09,5,0.134482503,-0.000968721,-0.000322907,-2e-06,1,,Compound,A549,DMSO,,,0.0004443705226251,6483.232258064516,2.3619761488520514,0.7513288987083412,408.1009427920368,0.0889485698695911,505.7380029856558,2.2963693475881826,0.4354142843870967
78,r01c09f06_median_aggregated.tiff,5,BR00116991,A09,6,0.134477898,0.000322907,-0.000322907,-2e-06,1,,Compound,A549,DMSO,,,0.0003514781179519,5479.448275862069,2.703645321129467,0.7194042614828848,411.6004877667755,0.0888859496468231,420.09669882036616,1.8518550413463533,0.3744498701149425
79,r01c09f07_median_aggregated.tiff,5,BR00116991,A09,7,0.134474099,0.000968721,-0.000968721,-2e-06,1,,Compound,A549,DMSO,,,0.0003300179608346,4265.831578947368,2.506813315898292,0.7403319697135085,351.5849059579734,0.0936218352621696,361.1801547370459,3.63148311284406,0.3911984437894736
80,r01c09f08_median_aggregated.tiff,5,BR00116991,A09,8,0.134479493,-0.000322907,-0.000968721,-2e-06,1,,Compound,A549,DMSO,,,0.0003938573881959,4748.148514851485,2.3080830805968127,0.7191571309305632,348.6541462454768,0.0834240895437289,358.1596685309645,3.078445915752516,0.4000183803960396
81,r01c09f09_median_aggregated.tiff,5,BR00116991,A09,9,0.134481102,-0.000968721,-0.000968721,-2e-06,1,,Compound,A549,DMSO,,,0.0003855935768397,6456.091954022989,2.5210462529231754,0.7723285629416176,413.7493885119054,0.0855922682649037,473.7938381051538,2.383685759109913,0.422649258045977
82,r01c10f01_median_aggregated.tiff,5,BR00116991,A10,1,0.134463206,-0.000322907,0.000322907,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0,0.0003770025988586,6205.619565217391,2.4060807036968925,0.7350744095827034,409.7149524322522,0.0869344755924086,490.1329211090165,1.916401477510408,0.3955506785869565
83,r01c10f02_median_aggregated.tiff,5,BR00116991,A10,2,0.134465396,-0.000968721,0.000968721,-2e-06,1,NTRK1,Compound,A549,GNF-5837,,59397065.0,0.0004374615991332,7383.10294117647,2.5598541205020706,0.7457996270192125,456.4640862046474,0.0898438403138455,578.5326579207732,1.4256743559298282,0.4391035610661764
