ImageNumber,Texture_DifferenceVariance_OrigRNA_10_03_256,AreaShape_Area,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_Perimeter,Intensity_MeanIntensity_OrigRNA,Intensity_IntegratedIntensity_OrigRNA,Granularity_5_OrigRNA,RadialDistribution_FracAtD_OrigRNA_4of4
31,0.0004080081695099496,4803.5511811023625,2.482090237609076,0.7551668164873008,367.46437777640097,0.09344486745079518,375.2747985755541,4.338733789682024,0.3714859831496063
32,0.0004338525048037071,4954.169230769231,2.24341421213748,0.7314239562460898,351.3960701697377,0.08759306818075248,387.6570245855369,4.309164406868664,0.39941360487179484
33,0.000417328175773594,5392.778846153846,2.5628258842659175,0.7207853120756531,398.99397380161656,0.08116530553250725,376.6388117511255,3.3378656607649804,0.35478444509615387
34,0.0004093342994254915,3580.3733333333334,2.689790787488607,0.7996063254160384,332.76841341830607,0.09906761470464365,299.7160345208024,2.4328780097247114,0.4364787412
35,0.00043316168675377065,4658.9296875,2.4095992282716763,0.7335377479472718,359.2745426079982,0.08435542696656523,357.157638806435,3.192412220425449,0.417114846484375
36,0.00046590959323409485,5504.39455782313,2.5062565136569632,0.7417969847538934,396.31301914156893,0.08201968875651558,388.1025855267218,4.502137564442358,0.403815642585034
37,0.0007856214394876203,6475.142857142857,2.9158356099054266,0.7445639098078581,464.84595638081606,0.062083967106817205,335.83509421914016,6.073428001922819,0.40667897803571423
38,0.000666592164755279,5414.460732984293,2.268420261064531,0.7161642864270303,374.2966415514934,0.0688400585234942,334.0991985218707,6.46903859780957,0.4018202948691099
39,0.0006510144268874099,5469.671641791045,2.73691712015824,0.7320855917405875,414.0642202793576,0.07123397871801693,328.97665592317065,6.110844259714643,0.39376870097014927
40,0.0009599807580820996,6758.220183486239,2.7158960312228047,0.7438114653769132,457.2243658733738,0.05835408537197092,341.03875845158046,4.812612757998571,0.4003274313761468
41,0.0006547695489208398,5816.66,2.49722180842415,0.7262857909726852,410.66796075858394,0.06403330839490272,342.47974860719097,5.866360281014184,0.38442856336000003
42,0.001216724127899118,7922.52,3.368535026333983,0.737378977503489,555.8948567638677,0.05416751404758188,353.5429917572439,5.702056207896509,0.3803723374
43,0.0006767018724688018,7385.913043478261,2.7825484226455646,0.616038641734053,479.64252743681004,0.051676288369748004,346.99779403217786,5.72969875425581,0.2958368095652174
44,0.0005120757182286911,5513.472727272727,3.335473450648778,0.7510793842796583,457.6502843706228,0.05908152204534024,293.5065328960053,6.694263904852981,0.3718506258181818
45,0.0007743705664741799,6755.12962962963,2.75026710846949,0.7277155694213788,453.77904243202437,0.06200918560064233,348.9270622580295,6.028070280035034,0.38463496472222225
46,0.00038187881958608584,4555.783216783217,2.2675933605106193,0.7461715217062677,341.4808757003209,0.09296962232274905,364.23790963534657,2.9909005940476767,0.3974512546153846
47,0.0005043605166346366,4933.153846153846,2.445858143035779,0.7329574934670013,363.5132252147124,0.09329185988253699,385.6476948152061,3.057796131767059,0.42615165379120884
48,0.00029106171983847324,3758.7319587628867,2.293785925468564,0.7111485125319936,321.4236460311864,0.09937913638932315,329.62147690273207,3.565980717137969,0.3614434884536083
49,0.00041308059354411243,5037.887096774193,2.5030523064542822,0.7331024939378492,380.97193101933215,0.08463876570577142,381.6397959422696,2.6909557164588365,0.4074524323387097
50,0.0004036628584786386,4590.040650406504,2.434854467937659,0.712142724395334,360.1043868267976,0.09463887652386876,377.74096410712457,3.384671213591851,0.3712991158130081
51,0.00031466372228892894,4403.135135135135,2.3882745486848047,0.7191831580386713,348.00907312762195,0.09114092743120948,356.95411710290085,3.276110063103293,0.37244133162162163
52,0.0003482430484427947,4807.492307692308,2.126034984099153,0.7182993420544335,346.55984491262524,0.08209033967600503,366.12550070129623,3.6687822810396407,0.3109006966153846
53,0.00030094486670300487,4376.076923076923,2.358614863103565,0.7452304325651639,343.05413960852553,0.088516273901734,348.7253995290241,5.167364952195075,0.3376451369230769
54,0.0004022966640144343,5349.05785123967,2.2213552418288094,0.7366921541514986,368.2565597345823,0.08245875053372458,402.0067526396087,3.112444286393329,0.3824023701652893
55,0.0005240958177325175,5015.0,2.3230571437305816,0.7383704460168792,367.23829191519076,0.07963926257011053,365.31743552075966,3.932459014043136,0.37337703009433965
56,0.0005332483747499748,5810.521505376344,2.2484646027222275,0.7234359613470067,377.8579793064142,0.08247532681385553,429.51167149468756,4.17581833210632,0.4183183719354838
57,0.0005371761246426333,4897.56783919598,2.251036999222182,0.7475103453726161,348.7375535039184,0.09300183140995419,461.2622457008818,3.7492674419602716,0.42609895238190953
58,0.00036863449615636746,4284.3650793650795,2.65102790080143,0.7506710298732953,365.7879415147196,0.08610176737274147,340.74906046392897,3.161067593522095,0.3964847011111111
59,0.00043171852536950744,4787.624161073825,2.363340539635737,0.7271809758279885,356.9992111848168,0.09115216299686606,386.35487349747035,3.752107796037301,0.41542271550335574
60,0.0005936510949636334,7035.739130434783,2.921050271846072,0.7570792233297052,488.1531287904163,0.07165045558279026,441.33607446421206,3.004861952136108,0.37816474275362316
61,0.000423130343904704,4893.19696969697,2.3198226037540426,0.7279935949031927,365.69228405193604,0.08707360759991047,378.2803435264663,2.7497847507000004,0.38503281272727274
62,0.000542893060591509,5165.443548387097,2.5697983735350842,0.7307742763228225,389.5216371777881,0.08275635550053057,369.51873319155175,2.8970861727953836,0.3986899814516129
63,0.0003917238451830448,4101.0970149253735,2.355717900076039,0.7498356315468006,329.2675206596386,0.09489510067790242,336.99082030235695,3.765519067579716,0.402620146641791
64,0.0005235200833829137,4838.360759493671,2.511409982452138,0.7558893040244241,370.21737421006213,0.08419741677889103,360.78305831295734,3.4267407859449914,0.4278854390506329
65,0.00045014968370539444,4928.148325358851,2.3473116605668376,0.7474389712366485,360.59771667232496,0.08672819041045345,383.5651295311152,4.215394165080346,0.42371087741626795
66,0.0005060547659295129,5234.292817679558,2.454086551001636,0.7393731975392961,379.61492125026166,0.09040518504001353,405.8863294029156,3.620569303171125,0.4451731303314917
67,0.0003976097236539508,4757.826771653543,2.445973443545524,0.7472932979307974,365.1226790037207,0.09544734584867319,381.48795278314645,5.041185897531911,0.40725868472440946
68,0.0005485279198569833,4818.979020979021,2.7101398898211544,0.7161308506645828,386.9615028748445,0.0902983340497609,378.65902630289224,4.046366690056641,0.41712230615384616
69,0.00035334921926772657,5418.896551724138,2.4371356047335118,0.7346662877817498,396.0948907536789,0.08273155868441419,420.2632982052766,3.288411003901789,0.3378854274137931
70,0.0004710780614603449,6808.116666666667,2.645307808019909,0.7497257074705733,453.7296744023396,0.07795098133961673,474.1315824290893,2.7992747265831306,0.3637091455
71,0.000401867605638815,5081.285714285715,2.601768601612462,0.7364272147060515,389.4354428510771,0.08956266905503295,390.9011963615501,3.0346348978372997,0.40395722065934064
72,0.0004390106747859035,4541.5526315789475,2.4976675724893043,0.7366503073948226,362.1596151653397,0.08547458402560423,339.45808507978154,3.5864658909494893,0.4009180298026316
73,0.000439191616870568,5309.710144927536,2.320834967741387,0.7176701126925982,371.33462105510654,0.08352357028143276,395.92095474759117,3.425201047609883,0.376905947173913
74,0.0004308021145905786,8389.352,2.3473437505943666,0.7310993457337238,456.74240201150025,0.09191602812189058,681.5315016583652,2.2742050205195317,0.43886091464
75,0.0005213856404714536,5752.124087591241,2.6285091419997575,0.7470181509855993,409.6853269246816,0.09020495910924896,461.50254657298296,2.6402114867532527,0.4450010372262774
76,0.00032763949995331314,4414.158878504673,2.288242786471237,0.7258873285884887,341.5083337757769,0.08931603345319203,355.3337832740726,3.0438195430437687,0.35065836509345794
77,0.00044437052262518627,6483.232258064516,2.3619761488520514,0.7513288987083412,408.1009427920368,0.08894856986959114,505.7380029856558,2.2963693475881826,0.43541428438709673
78,0.00035147811795193854,5479.448275862069,2.703645321129467,0.7194042614828848,411.6004877667755,0.08888594964682313,420.09669882036616,1.8518550413463535,0.3744498701149425
79,0.0003300179608346661,4265.831578947368,2.506813315898292,0.7403319697135085,351.5849059579734,0.09362183526216965,361.1801547370459,3.6314831128440597,0.39119844378947366
80,0.00039385738819596144,4748.148514851485,2.3080830805968127,0.7191571309305632,348.6541462454768,0.08342408954372896,358.15966853096455,3.078445915752516,0.4000183803960396
81,0.0003855935768397032,6456.091954022989,2.5210462529231754,0.7723285629416176,413.7493885119054,0.08559226826490372,473.7938381051538,2.383685759109913,0.422649258045977
82,0.0003770025988586582,6205.619565217391,2.4060807036968925,0.7350744095827034,409.71495243225223,0.08693447559240865,490.1329211090165,1.9164014775104081,0.39555067858695653
83,0.00043746159913327684,7383.10294117647,2.5598541205020706,0.7457996270192125,456.4640862046474,0.08984384031384554,578.5326579207732,1.4256743559298282,0.43910356106617643
84,0.0003972710534368335,6424.236842105263,2.4118880223032817,0.7440584850889119,412.7708878767933,0.09001071141137695,515.7362893527178,1.8242379149027506,0.43297867769736836
85,0.00032535301926798083,4579.222222222223,2.4029673940918306,0.7412961796354414,358.63730071989005,0.09883021897994096,421.3184969009529,2.0621856022673346,0.4164796816239316
86,0.0002939259944313379,4988.566666666667,2.4139439974281744,0.7512888393000084,368.63884053454933,0.09782563873029453,432.74161343312204,1.9629685307298428,0.41160593883333335
87,0.0003017791355109261,5086.736842105263,2.411157928034255,0.7108628081808327,375.2860235205198,0.09753754631678054,436.50527546453503,2.208938494501413,0.353157940877193
88,0.0002521209398135227,4246.6349206349205,2.1602678914383286,0.6815512456207565,329.68962733831563,0.09884266896433222,402.25385500932674,1.7827348236268596,0.3203550593650794
89,0.00038329280770005276,5383.933333333333,2.3312775841334803,0.7018784666810279,385.0012580281081,0.08858248241729656,428.1824435925856,2.5761738266503103,0.3409301721333334
90,0.0003491176801646121,5441.6949152542375,2.5193917747977266,0.756992841925185,394.18328476059145,0.08844389644376481,443.26149487864006,1.9240804301014585,0.38824039542372885
91,0.00030463954460495027,5308.690476190476,2.3250852860201205,0.731515290487716,385.3786106800382,0.08972699084638672,455.59814559936615,2.1480641645004215,0.34652611817460316
92,0.0004008827878545057,7737.127118644068,2.627040842469783,0.7250348877091372,466.83333119116764,0.0922763217110939,638.6556181643805,2.191484736820136,0.4209603948305085
93,0.0004136635373943961,5952.48,2.9230621067104328,0.7435742827788108,441.9354666545122,0.09301595335588776,491.12045330502093,2.0479811114258255,0.43440454616
94,0.0003077685937873049,5287.453333333333,2.557264554915735,0.7476888637149413,400.4978963053048,0.0873946877692923,430.69219528019426,2.073674852413477,0.3772197389333333
95,0.00027745924079260886,3867.1696428571427,2.3695080907883317,0.7446563709390249,327.3107952288579,0.1000379498098207,352.0721737877965,2.1191590435192817,0.3770736049107143
96,0.00028013062270440303,4237.037037037037,2.5906418405486096,0.7655113490639315,359.8018071769765,0.10268270930385295,396.06892912280404,2.3685160018178912,0.3651840212962963
97,0.00028388378356638633,4060.0344827586205,2.397385586465269,0.7679014133422605,338.82903311954806,0.09459493891917509,354.69295564891195,2.825051397628046,0.3640335643678161
98,0.0002948935663933767,4748.423728813559,2.458283373008464,0.748203271249858,366.50124586501636,0.09629028137302922,425.0451431659098,2.0759121198842547,0.37590470084745764
99,0.0002630076662457228,4338.081395348837,2.297939461686425,0.7457472204471159,340.59543081953854,0.10423761790973338,404.9265960751556,2.078321652005911,0.3888524646511628
100,0.0003788141834273063,6311.336206896552,2.3623800432134825,0.7018544722082187,414.44842018630595,0.08659552958254643,506.58750615749057,1.7831857743218604,0.403138274137931
101,0.00045789555768121104,8241.875,2.4408764028366092,0.7308199596224744,463.49641191988445,0.08892953783716093,641.9040625986818,1.7248624337916239,0.43251640109375
102,0.0004447649486875966,7042.0625,2.7190563221616535,0.757895283109728,459.5830012651234,0.08099584974579886,512.9400709260206,1.871957669929445,0.40794635723214284
103,0.0004417007931024767,6281.396396396396,2.4230585767689514,0.7421494427222689,419.0834334720916,0.08857413094029055,500.2119556511291,1.7311000842442839,0.42508354144144145
104,0.00038285612785177685,7103.528301886792,2.4878457782415255,0.7617170320161284,447.6588557843805,0.08372642696470325,542.9503301080703,1.835253980085447,0.3917913411320755
105,0.0003325809988291614,5516.548780487805,2.6113083447927834,0.7501631384891309,407.88455476456545,0.08470049676257134,427.11474216142216,2.6078292604364837,0.3448323749512195
106,0.00040954616539975124,6990.69696969697,2.8879266216531216,0.7306051461059538,482.4317659368244,0.07919423058679577,512.6228907657928,2.2375953254501164,0.3645153271212121
107,0.00025386242195475194,4664.2786885245905,2.3361739363425937,0.7219261652913228,356.76183826919345,0.09732125508172237,416.5965401894398,2.355444283650143,0.3527653403278689
108,0.00038794603305394333,6227.413461538462,2.4841793519923385,0.7453848635660046,412.52231247614895,0.08420240195434771,462.6634748005398,1.9215240176217432,0.4025717125
109,0.0004404750104665402,9062.066666666668,2.836703434948293,0.7402382555941841,526.010987311053,0.0760866207682649,617.5958785631798,2.3942758603417427,0.38662703722222225
110,0.00034248175716591406,9260.602040816326,2.6384586243842305,0.7349960206251577,496.8392658728731,0.08246695944910877,660.0043006328467,2.289466148645486,0.39332085163265307
111,0.00038770254857981967,5589.378640776699,2.696485786223132,0.7095563019598029,419.7031554096722,0.08458502634703029,440.9903803007876,1.7617491942499934,0.3795695529126214
112,0.0003638316186325794,7935.663043478261,2.7302271044251922,0.7334814457050105,492.9245624601944,0.07987310513504473,586.6898295732782,2.128390186863625,0.3798686575
113,0.0003672855961018349,6049.082474226804,2.348328863424837,0.7357230752436555,394.09653095098855,0.08968721518184755,470.5966983594135,2.014825847334372,0.38649879958762884
114,0.00033036245778592414,4945.656862745098,2.449189391450051,0.7419256736926221,370.78898235900095,0.08865198798830601,404.3712148148859,2.535547006378879,0.37277960254901965
115,0.00035677941007901094,7379.805970149254,2.449952577406274,0.7598855620580589,418.6791101041047,0.08746019175985113,774.121239698353,3.12581585551866,0.35747930686567164
116,0.00031893503116538,5239.641025641025,2.331967269487093,0.7435334865803588,375.4873619108846,0.09137942680518796,435.21459254111426,3.2316815703506196,0.3455720226923077
117,0.0004429042643945533,5527.777777777777,2.6684444280951922,0.7434132940831636,414.15037810111795,0.08238215573442227,414.44088327637354,1.6637626788436395,0.4156583037777778
118,0.0009369935642361,9039.136363636364,2.953257147924181,0.7359233052633506,563.5458526315309,0.06275681562829606,532.9108004875651,2.7211623276984302,0.33332080772727274
119,0.0009999615418838348,10749.41304347826,3.292616611081507,0.7547605557015438,636.8869749161881,0.0578765041820386,580.1405122040002,3.5966586763918955,0.342479075
120,0.0005024288443189123,5227.419354838709,2.935693059823181,0.734684248069569,423.0477904005673,0.07680177161396086,361.57471016886075,3.2497871915686103,0.3542528370967742
121,0.0006522821056707641,5820.153846153846,2.8677825498903697,0.7364932612589671,437.35635444658965,0.07181840115289667,357.24887938004656,3.341821338860025,0.3446899971794872
122,0.0005526763409969234,7854.358974358975,3.1258803095579837,0.7280974315280313,537.7270799620068,0.0721010195749695,529.5365666932403,2.8872141991730564,0.33687976051282054
123,0.00053658086239464,10556.28,3.109139157058868,0.7290611015118705,620.7392881958639,0.07111622614150828,713.1026095693186,2.278353840836593,0.3136658728
124,0.0003114556209263651,6010.565217391304,2.404355944629639,0.6645740577803657,406.7115955047104,0.08661134055009467,476.6218378583941,3.051353852077574,0.30222377743478257
125,0.00034594418271088114,4704.923076923077,2.4274639203717228,0.6753358889181403,372.2055539242982,0.08037785468247614,331.3440520352541,4.746102352165751,0.22404315592307694
126,0.0006170692998916701,5736.311475409836,2.6981434892211884,0.7026307884005241,421.1154096693885,0.08341157918605883,413.45259952084086,4.419241588503962,0.31957016924590165
127,0.00030675301537914056,4739.31,2.3316081076460815,0.7307898535629437,357.26657695292363,0.10484010702337494,480.32236651070417,2.4675793787583733,0.35592555304999995
128,0.00032497425640598657,4697.8671875,2.4097152845275875,0.7288207517135326,359.75877331556086,0.09307226307911048,402.7261756267835,2.0629354953964256,0.380920827890625
129,0.00033364767525492734,5697.284210526316,2.4071171493620254,0.704647072480065,399.86929265616726,0.09445120743547845,495.8013349872377,2.706108484863467,0.33526461668421054
130,0.00029617955593303527,4038.981818181818,2.1667977901539985,0.7462763243930864,315.67310386893354,0.1041837905237884,398.54115196927876,2.355447689919702,0.38799159336363637
131,0.0002538082969575767,4309.073394495413,2.221331253835583,0.7210206242464525,326.0290759252894,0.10302432001934407,409.343922190428,2.715528837251576,0.3528666147155963
132,0.00034251241543976885,3715.5,2.024896629480922,0.7137929702871536,291.73022287613,0.10714795945152954,351.9683193822542,2.702876190542939,0.3675428308783784
133,0.0003656656551989794,5416.672413793103,2.296733727682573,0.6735280881391317,384.01184914532246,0.09825936568601436,481.1789183077274,2.6445476524066502,0.3550883353448276
134,0.00023904147113058634,4304.9240506329115,2.155046867532218,0.7230639784095138,325.62726382160355,0.11129911044836506,448.01152902843927,2.522495251766435,0.3163304294936709
135,0.00026154297505846813,4443.978947368421,2.5426663924975976,0.7004962114466387,361.31393724278934,0.09803250297033995,415.9094853839788,2.301928374268793,0.33849792736842105
136,0.00020498201498322097,4458.137096774193,2.5359610341123573,0.7403285936709316,352.5146540778288,0.10635084132191529,431.98353531747125,2.3909737886301525,0.3907171095967742
137,0.0003041773859543551,5148.474820143885,2.772762850883155,0.7452930180374545,389.76042101356023,0.10298582514038833,469.3451960555834,2.199923519962809,0.4364475675539568
138,0.00021840843819063724,3752.6768292682927,2.3502273430119436,0.7492359354739797,317.2357626769512,0.10889133326370924,388.7071366608029,2.2838940631985,0.3883217135365854
139,0.00020057328717169935,2513.8992248062013,2.143440543920325,0.7389492814751497,247.80174122067262,0.13006667552380008,301.2708093362406,2.0193220321613317,0.4122494301550388
140,0.00027144500313919966,3755.9565217391305,2.456270643446345,0.7405216060245965,319.2351671122029,0.11342849657392212,382.04687476238547,2.0260297064724844,0.42166885608695653
141,0.00020837921763543422,3041.2131147540986,2.312283556949021,0.7192472755425884,277.4849168989493,0.13603555671762552,392.4981143886498,3.121943767276207,0.40634196147540985
142,0.0002903803635268434,3332.9661016949153,2.5425173375558496,0.7624274664351537,309.25228412807456,0.13902842346999938,448.13899532697656,3.2992537938965647,0.3502608757627119
143,0.0002206907668687952,3201.1895424836603,2.2939603176821284,0.7582008902849758,288.51883544445155,0.12445583985677855,374.06816361056264,2.2087342882930745,0.415705298627451
144,0.00026605528644376943,3920.810344827586,2.3122652680361697,0.7483988694061391,319.8821015884297,0.11501351441698554,412.19325019652024,3.836800460108184,0.3703099327586207
145,0.0003177382918005329,5423.666666666667,2.2304905797434755,0.7222555768503747,378.52892841503217,0.09489455681428158,477.4172793682794,2.149516637988815,0.3573095
146,0.000398066432865962,8776.068181818182,2.499391990775692,0.7325814084008225,482.8272433037445,0.08217170456387575,673.0739497606304,1.7790496333390697,0.40842353238636364
147,0.0004646138629728475,6392.188524590164,2.5262532315288926,0.748728789920174,423.21436999605174,0.08391080670951713,479.5324471553436,1.9974418770048665,0.42601785393442626
148,0.00038289137371560317,6022.18320610687,2.2214965325866807,0.6929604791669666,391.0420946241473,0.08663420846240323,479.5456805922347,1.9150574370552869,0.3753009273740458
149,0.0002930219221760912,5386.602739726028,2.3947035030095996,0.7550414244121202,387.717541588053,0.09771677114452197,485.3650419117296,2.0377272324976157,0.35130540917808223
150,0.0003509423481600202,4406.929824561404,2.3080390342398833,0.7388635384457042,340.6280186762538,0.10612558856146038,414.2420136782488,1.924232163711067,0.4027780256140351
151,0.0004877014810611252,5664.282051282052,2.365593838944998,0.7495576223385337,390.44511295529804,0.08718333138229345,435.5644670475919,2.4265109065995003,0.39068797884615386
152,0.0003210449506195667,4924.652173913043,2.374673992644465,0.779145831179748,370.71153486583927,0.09069046792599957,396.41836892909276,2.5336606719998698,0.38424317594202895
153,0.00027234975096553955,4594.907692307693,2.3070015108108364,0.7050370100637415,350.67739071044934,0.09688523403062799,412.7291820609799,2.330315193209293,0.37445873707692306
154,0.00020405344579174303,2022.7142857142858,2.0766989627349073,0.7584079088758243,217.40555959020085,0.13751511701574964,266.47696823581856,2.3277078095611836,0.4499252277678571
155,0.00023752104196074608,2968.625730994152,2.2283757636078443,0.7307096707228439,265.9326991975466,0.1372884955091716,372.6295253141288,1.7684082664197622,0.4512976374853801
156,0.00029856785689937726,2279.345029239766,2.2492445549248696,0.7738736636180052,235.66385011453033,0.14186142607870797,300.21402043879186,1.6715531212478876,0.47932641842105267
157,0.00016808268229334848,2754.1492537313434,2.0226154901667948,0.7416600547850452,246.89339162503254,0.15106103484927966,412.37724267870686,1.7258173599211646,0.4159858853731343
158,0.00024928863121220454,2592.7438016528927,2.1718932750221525,0.7391812805304446,247.71633316860436,0.140679043278736,359.68411301853797,1.8734949635354279,0.45332312628099175
159,0.0002128698753494159,2397.1716417910447,2.071279465659197,0.7500762337971753,231.59035783861904,0.15176418460356997,362.9616721544915,2.1973626628450513,0.4359390147761194
160,0.00028214923279692604,2876.296296296296,2.0549935686301586,0.7559860223720873,254.02387414808396,0.13938832584131408,386.92034461942535,1.9122631455876542,0.43030387518518515
161,0.00014518244617307675,2632.176470588235,1.9507733066714352,0.7263087811801024,240.9428527271386,0.1465860183537176,387.5033551854465,3.7466947779561317,0.3831461470588235
162,0.00016692762641597853,2590.090909090909,2.0279288636698256,0.7350069951264796,241.90110708504508,0.1466553896490006,385.9803581194825,3.0809653279871885,0.4204908205681818
163,0.00028285098551453583,4340.851063829788,2.1714374546999764,0.7247657509388222,334.5703019537323,0.0934504576379455,378.7018045765407,2.2482339529786604,0.3579148504255319
164,0.00043858398341531634,7463.881355932203,2.4583367310532123,0.7214851804081179,457.8381906289647,0.08131969188323084,556.7460112656166,1.756987336023627,0.4020691518644068
165,0.00041835665038049847,8258.747126436781,2.6677600146847187,0.7370332346190186,495.5586854634337,0.07896321133571255,591.8595616744682,2.0293724240052144,0.4201470070114942
166,0.0003379367430162562,5550.021978021978,2.292902577108389,0.7504584807762947,378.91059827622036,0.09049970491977495,460.2133292208252,1.8906136482069855,0.4049272912087912
167,0.0002890740177617062,4834.987012987013,2.303224461021205,0.7704426568999979,360.26584044460026,0.0920179282103152,400.85623744445815,2.9321587485168807,0.37159337974025974
168,0.00032650076551570564,4683.08,2.3442738148976696,0.7385124555082947,357.17300961539,0.08971911088907167,386.2811612069607,2.1466145496842226,0.38308685153333333
169,0.000379196377050775,6408.302325581395,2.492221664712126,0.7474095365514616,426.7660581394852,0.08538038002452808,473.0334382026435,2.0485162756022373,0.4028423111627907
170,0.0004027830841783644,5304.9795918367345,2.5123051122471227,0.772711659075972,379.6557643852531,0.10026012065153321,468.1965718500278,2.632962558541146,0.38644279297959183
171,0.0003385018438761538,4481.974358974359,2.045937462107814,0.6859262035119011,327.3683258896832,0.09337042975982651,374.4527507082392,2.3710541462423,0.35787906858974355
